-1.472161288845797333e+00 -1.429844082122038351e+01
-1.469628355820186805e+00 -1.196758548336411110e+01
-1.461763282078451187e+00 -1.326541915332331811e+01
-1.449416216108536881e+00 -1.541384822003023913e+01
-1.440392916858359129e+00 -1.579190392611297078e+01
-1.437554953779195177e+00 -1.367362352645572088e+01
-1.433150389206010011e+00 -1.634097444944915978e+01
-1.420835812536342724e+00 -1.147117271493939583e+01
-1.414988609091229144e+00 -1.238164453256860753e+01
-1.408766940896791109e+00 -1.478268261607777312e+01
-1.399779958916476552e+00 -1.654478173326930346e+01
-1.386785281373086542e+00 -1.179412635017377653e+01
-1.372004353452957792e+00 -1.382597471483651397e+01
-1.366262184627003773e+00 -1.173110633768068922e+01
-1.360570911214983747e+00 -1.591373167145027878e+01
-1.360194802907476408e+00 -1.441680846133043836e+01
-1.354187792021080083e+00 -1.344050018992493456e+01
-1.332248625335228143e+00 -1.312458031528508151e+01
-1.327139478722961563e+00 -1.381117999927619699e+01
-1.310863133866298824e+00 -1.201401460929104736e+01
-1.302317494117918528e+00 -1.445116970806183865e+01
-1.297121789550069515e+00 -1.300340776339513482e+01
-1.294584961879320595e+00 -1.258015348375651143e+01
-1.275991587245664194e+00 -1.177472708958926795e+01
-1.275736721448798461e+00 -1.147602819886397540e+01
-1.262620484271831378e+00 -1.407943546200457696e+01
-1.251249910992040526e+00 -1.456285662019995186e+01
-1.250827946253755041e+00 -1.034031843850879184e+01
-1.250044908121981768e+00 -1.174935974776359515e+01
-1.246985468880359882e+00 -1.333538948359840148e+01
-1.244522730040012570e+00 -9.857625555163668452e+00
-1.216866868125058510e+00 -1.169331945281878049e+01
-1.215750533572657721e+00 -1.008508304836332670e+01
-1.190331983749894462e+00 -1.146157102807238992e+01
-1.183426819908456551e+00 -8.392740853965792169e+00
-1.180540133074903020e+00 -8.817847030100319117e+00
-1.150429073426870064e+00 -1.148061122818318758e+01
-1.142216238580962662e+00 -9.556259109659508866e+00
-1.118512845186589999e+00 -9.776058325955077066e+00
-1.111871889297635807e+00 -8.615811802592036273e+00
-1.108462433468740516e+00 -1.207747788363908370e+01
-1.099803464996935709e+00 -9.502892022131927519e+00
-1.094118893955306149e+00 -8.879976462146625948e+00
-1.092754415462503070e+00 -1.309028231007161835e+01
-1.089971459761260419e+00 -1.219557854616922654e+01
-1.076610495941638490e+00 -1.332856305660884644e+01
-1.072459496692583336e+00 -1.062697830826463452e+01
-1.068489902617537179e+00 -9.101781790505187431e+00
-1.052581706469551293e+00 -7.745398602820451117e+00
-1.040746058157321796e+00 -9.754782363753511376e+00
-1.037412566367514000e+00 -7.385584506439023755e+00
-1.037230192527231365e+00 -1.189661354245425962e+01
-1.033392572531444564e+00 -1.233848605702369028e+01
-1.030588942534276020e+00 -9.835301000247373082e+00
-1.013291238714442821e+00 -8.982273915334832992e+00
-1.003406264700754225e+00 -9.497033544569704944e+00
-9.983664332322029766e-01 -1.249295155262629820e+01
-9.979232776762654300e-01 -9.520528925299371892e+00
-9.879347770675543927e-01 -1.123232398866662329e+01
-9.847887769454913842e-01 -8.236120233993110773e+00
-9.830993308752205007e-01 -8.671949660543091909e+00
-9.805637158423938793e-01 -1.060348874705507605e+01
-9.655292842607730019e-01 -9.797672821992556180e+00
-9.628033729648887151e-01 -1.058550255590379940e+01
-9.619121164194919249e-01 -9.080833527710822750e+00
-9.457209924241534171e-01 -7.375149290634240629e+00
-9.438252813246537087e-01 -1.026553786371711396e+01
-9.419065142368234778e-01 -8.009718983037489082e+00
-9.328187214023706542e-01 -9.461070031911514633e+00
-9.065971515368255185e-01 -9.567239587594293937e+00
-8.947144150977778265e-01 -8.408623726513397401e+00
-8.884138473161675709e-01 -9.732232954977154904e+00
-8.758956331767601133e-01 -8.873629160319959297e+00
-8.627201726117865732e-01 -9.697043981985919103e+00
-8.616004772119607580e-01 -4.941013968009775326e+00
-8.561314096481678071e-01 -7.776028277222019724e+00
-8.536056427259230972e-01 -8.851208786815760732e+00
-8.500934480808906013e-01 -7.442713004761562168e+00
-8.465014605256044877e-01 -7.893409912641483395e+00
-8.422316473393406389e-01 -8.010337756157383637e+00
-8.407404796647446332e-01 -6.741568218037244264e+00
-8.287897083537164589e-01 -6.398027158309233187e+00
-8.011671804146336395e-01 -8.034507619995604699e+00
-7.436348071970371176e-01 -7.494230817797084221e+00
-7.327837664137699658e-01 -6.929516858744239727e+00
-7.295379161991177863e-01 -9.935924619792814383e+00
-7.249167626388054453e-01 -8.707629841494613387e+00
-7.135457487094027940e-01 -4.266228028599746480e+00
-7.030782034982729911e-01 -3.740563148505368751e+00
-6.420301381508854988e-01 -5.956149617400885887e+00
-6.418974775665990951e-01 -4.716415429613801891e+00
-6.395962653090268013e-01 -5.091060109215572282e+00
-6.155557172037573466e-01 -6.972021531287762031e-01
-6.132829201029756927e-01 -3.613354402428459178e+00
-6.110420724796242764e-01 -5.462126149863786750e+00
